2020-02-15	0
2020-02-16	0
2020-02-17	0
2020-02-18	0
2020-02-19	0
2020-02-20	0
2020-02-21	0
2020-02-22	0
2020-02-23	0
2020-02-24	0
2020-02-25	0
2020-02-26	0
2020-02-27	0
2020-02-28	0
2020-02-29	0
2020-03-01	0
2020-03-02	0
2020-03-03	1
2020-03-04	1
2020-03-05	1
2020-03-06	5
2020-03-07	2
2020-03-08	7
2020-03-09	13
2020-03-10	6
2020-03-11	20
2020-03-12	32
2020-03-13	49
2020-03-14	65
2020-03-15	102
2020-03-16	50
2020-03-17	198
2020-03-18	109
2020-03-19	200
2020-03-20	272
2020-03-21	298
2020-03-22	405
2020-03-23	559
2020-03-24	705
2020-03-25	680
2020-03-26	744
2020-03-27	801
2020-03-28	875
2020-03-29	851
2020-03-30	946
2020-03-31	775
2020-04-01	957
2020-04-02	996
2020-04-03	881
2020-04-04	776
2020-04-05	719
2020-04-06	725
2020-04-07	730
2020-04-08	774
2020-04-09	679
2020-04-10	657
2020-04-11	544
2020-04-12	625
2020-04-13	567
2020-04-14	517
2020-04-15	577
2020-04-16	330
2020-04-17	361
2020-04-18	586
2020-04-19	425
2020-04-20	414
2020-04-21	446
2020-04-22	451
2020-04-23	456
2020-04-24	380
2020-04-25	392
2020-04-26	298
2020-04-27	343
2020-04-28	312
2020-04-29	469
2020-04-30	278
2020-05-01	291
2020-05-02	286
2020-05-03	170
2020-05-04	170
2020-05-05	192
2020-05-06	253
2020-05-07	221
2020-05-08	237
2020-05-09	186
2020-05-10	148
2020-05-11	127
2020-05-12	116
2020-05-13	114
2020-05-14	137
2020-05-15	99
2020-05-16	64
2020-05-17	54
2020-05-18	36
2020-05-19	42
2020-05-20	68
2020-05-21	54
2020-05-22	73
2020-05-23	52
2020-05-24	77
2020-05-25	75
2020-05-26	78
2020-05-27	44
2020-05-28	38
2020-05-29	31
2020-05-30	39
2020-05-31	41
2020-06-01	29
2020-06-02	21
2020-06-03	31
2020-06-04	26
2020-06-05	31
2020-06-06	16
2020-06-07	20
2020-06-08	12
2020-06-09	18
2020-06-10	10
2020-06-11	24
2020-06-12	17
2020-06-13	9
2020-06-14	7
2020-06-15	8
